Time,Motion,Light,Temp,Humidity,Distance
2026-04-26 08:18:00,0,1041,30.1,45.1,120
2026-04-26 08:18:00,0,1045,30.1,45.1,122
2026-04-26 08:18:00,0,1042,30.1,45.1,122
2026-04-26 08:18:00,0,1040,30.1,45.1,120
2026-04-26 08:18:00,0,1036,30.1,45.1,120
2026-04-26 08:18:00,0,1036,30.1,45.1,120
2026-04-26 08:18:00,0,1038,30.1,45.1,122
2026-04-26 08:18:00,0,1038,30.1,45.1,122
2026-04-26 08:18:00,0,1035,30.1,45.1,122
2026-04-26 08:18:00,0,1041,30.1,45.1,122
2026-04-26 08:18:00,0,1042,30.1,45.1,122
2026-04-26 08:19:00,0,1043,30.1,45.1,125
2026-04-26 08:19:00,0,1039,30.1,45.1,125
2026-04-26 08:19:00,0,1039,30.1,45.1,125
2026-04-26 08:19:00,0,1039,30.1,45.1,120
2026-04-26 08:19:00,0,1038,30.1,45.1,120
2026-04-26 08:19:00,0,1038,30.1,45.1,120
2026-04-26 08:19:00,0,1036,30.1,45.1,124
2026-04-26 08:19:00,0,1042,30.1,45.1,124
2026-04-26 08:19:00,0,1037,30.1,45.1,125
2026-04-26 08:19:00,0,1043,30.1,45.1,125
2026-04-26 08:19:00,0,1039,30.1,45.1,125
2026-04-26 08:19:00,0,1045,30.1,45.1,125
2026-04-26 08:19:00,0,1043,30.1,45.1,125
2026-04-26 08:19:00,0,1037,30.1,45.1,123
2026-04-26 08:19:00,0,1038,30.1,45.1,123
2026-04-26 08:20:00,0,1039,30.1,45.1,121
2026-04-26 08:20:00,0,1039,30.1,45.1,124
2026-04-26 08:20:00,0,1038,30.1,45.1,125
2026-04-26 08:20:00,0,1043,30.1,45.1,125
2026-04-26 08:20:00,0,1037,30.1,45.1,125
2026-04-26 08:20:00,0,1045,30.1,45.1,125
2026-04-26 08:20:00,0,1042,30.1,45.1,123
2026-04-26 08:20:00,0,1045,30.1,45.1,121
2026-04-26 08:20:00,0,1045,30.1,45.1,120
2026-04-26 08:20:00,0,1041,30.1,45.1,120
2026-04-26 08:20:00,0,1044,30.1,45.1,125
2026-04-26 08:20:00,0,1043,30.1,45.1,125
2026-04-26 08:20:00,0,1042,30.1,45.1,123
2026-04-26 08:20:00,0,1044,30.1,45.1,125
2026-04-26 08:20:00,0,1043,30.1,45.1,125
2026-04-26 08:20:00,0,1040,30.1,45.1,125
2026-04-26 08:21:00,0,1037,30.1,45.1,125
2026-04-26 08:21:00,0,1045,30.1,45.1,125
2026-04-26 08:21:00,0,1045,30.1,45.1,125
2026-04-26 08:21:00,0,1045,30.1,45.1,125
2026-04-26 08:21:00,0,1035,30.1,45.1,125
2026-04-26 08:21:00,0,1039,30.1,45.1,125
2026-04-26 08:21:00,0,1041,30.1,45.1,125
2026-04-26 08:21:00,0,1035,30.1,45.1,125
2026-04-26 08:21:00,0,1045,30.1,45.1,125
2026-04-26 08:21:00,0,1035,30.1,45.1,125
2026-04-26 08:21:00,0,1045,30.1,45.1,125
2026-04-26 08:21:00,0,1036,30.1,45.1,125
2026-04-26 08:21:00,0,1041,30.1,45.1,125
2026-04-26 08:21:00,0,1041,30.1,45.1,125
2026-04-26 08:21:00,0,1042,30.1,45.1,125
2026-04-26 08:21:00,0,1045,30.1,45.1,125
2026-04-26 08:22:00,0,1040,30.1,45.1,125
2026-04-26 08:22:00,0,1036,30.1,45.1,125
2026-04-26 08:22:00,0,1045,30.1,45.1,123
2026-04-26 08:22:00,0,1045,30.1,45.1,123
2026-04-26 08:22:00,0,1045,30.1,45.1,120
2026-04-26 08:22:00,0,1045,30.1,45.1,123
2026-04-26 08:22:00,0,1037,30.1,45.1,123
2026-04-26 08:22:00,0,1039,30.1,45.1,123
2026-04-26 08:22:00,0,1042,30.1,45.1,125
2026-04-26 08:22:00,0,1043,30.1,45.1,122
2026-04-26 08:22:00,0,1037,30.1,45.1,122
2026-04-26 08:22:00,0,1037,30.1,45.1,122
2026-04-26 08:22:00,0,1044,30.1,45.1,122
2026-04-26 08:22:00,0,1041,30.1,45.1,122
2026-04-26 08:22:00,0,1039,30.1,45.1,122
2026-04-26 08:22:00,0,1045,30.1,45.1,122
2026-04-26 08:23:00,0,1038,30.1,45.1,120
2026-04-26 08:23:00,0,1039,30.1,45.1,120
2026-04-26 08:23:00,0,1039,30.1,45.1,120
2026-04-26 08:23:00,0,1035,30.1,45.1,125
2026-04-26 08:23:00,0,1036,30.1,45.1,122
2026-04-26 08:23:00,0,1039,30.1,45.1,122
2026-04-26 08:23:00,0,1039,30.1,45.1,122
2026-04-26 08:23:00,0,1036,30.1,45.1,125
2026-04-26 08:23:00,0,1038,30.1,45.1,125
2026-04-26 08:23:00,0,1043,30.1,45.1,125
2026-04-26 08:23:00,0,1036,30.1,45.1,125
2026-04-26 08:23:00,0,1043,30.1,45.1,125
2026-04-26 08:23:00,0,1037,30.1,45.1,125
2026-04-26 08:23:00,0,1039,30.1,45.1,125
2026-04-26 08:23:00,0,1035,30.1,45.1,125
2026-04-26 08:24:00,0,1039,30.1,45.1,125
2026-04-26 08:24:00,0,1042,30.1,45.1,123
2026-04-26 08:24:00,0,1035,30.1,45.1,121
2026-04-26 08:24:00,0,1037,30.1,45.1,121
2026-04-26 08:24:00,0,1035,30.1,45.1,120
2026-04-26 08:24:00,0,1039,30.1,45.1,120
2026-04-26 08:24:00,0,1041,30.1,45.1,120
2026-04-26 08:24:00,0,1040,30.1,45.1,120
2026-04-26 08:24:00,0,1038,30.1,45.1,120
2026-04-26 08:24:00,0,1041,30.1,45.1,122
2026-04-26 08:24:00,0,1039,30.1,45.1,122
2026-04-26 08:24:00,0,1044,30.1,45.1,122
2026-04-26 08:24:00,0,1038,30.1,45.1,122
2026-04-26 08:24:00,0,1044,30.1,45.1,122
2026-04-26 08:25:00,0,1044,30.2,45.2,125
2026-04-26 08:25:00,0,1035,30.2,45.2,120
2026-04-26 08:25:00,0,1045,30.2,45.2,120
2026-04-26 08:25:00,0,1042,30.2,45.2,120
2026-04-26 08:25:00,0,1036,30.2,45.2,120
2026-04-26 08:25:00,0,1035,30.2,45.2,120
2026-04-26 08:25:00,0,1038,30.2,45.2,120
2026-04-26 08:25:00,0,1045,30.2,45.2,123
2026-04-26 08:25:00,0,1044,30.2,45.2,123
2026-04-26 08:25:00,0,1036,30.2,45.2,123
2026-04-26 08:25:00,0,1037,30.2,45.2,125
2026-04-26 08:25:00,0,1040,30.2,45.2,125
2026-04-26 08:25:00,0,1036,30.2,45.2,125
2026-04-26 08:25:00,0,1045,30.2,45.2,125
2026-04-26 08:26:00,0,1037,30.2,45.2,121
2026-04-26 08:26:00,0,1039,30.2,45.2,120
2026-04-26 08:26:00,0,1044,30.2,45.2,120
2026-04-26 08:26:00,0,1038,30.2,45.2,120
2026-04-26 08:26:00,0,1038,30.2,45.2,120
2026-04-26 08:26:00,0,1037,30.2,45.2,120
2026-04-26 08:26:00,0,1042,30.2,45.2,125
2026-04-26 08:26:00,0,1045,30.2,45.2,123
2026-04-26 08:26:00,0,1040,30.2,45.2,123
2026-04-26 08:26:00,0,1041,30.2,45.2,123
2026-04-26 08:26:00,0,1041,30.2,45.2,125
2026-04-26 08:26:00,0,1036,30.2,45.2,125
2026-04-26 08:26:00,0,1035,30.2,45.2,123
2026-04-26 08:26:00,0,1035,30.2,45.2,123
2026-04-26 08:26:00,0,1044,30.2,45.2,120
2026-04-26 08:27:00,0,1037,30.2,45.2,120
2026-04-26 08:27:00,0,1045,30.2,45.2,120
2026-04-26 08:27:00,0,1041,30.2,45.2,123
2026-04-26 08:27:00,0,1036,30.2,45.2,125
2026-04-26 08:27:00,0,1035,30.2,45.2,121
2026-04-26 08:27:00,0,1038,30.2,45.2,121
2026-04-26 08:27:00,0,1039,30.2,45.2,121
2026-04-26 08:27:00,0,1037,30.2,45.2,120
2026-04-26 08:27:00,0,1045,30.2,45.2,120
2026-04-26 08:27:00,0,1037,30.2,45.2,120
2026-04-26 08:27:00,0,1043,30.2,45.2,120
2026-04-26 08:27:00,0,1035,30.2,45.2,123
2026-04-26 08:27:00,0,1035,30.2,45.2,123
2026-04-26 08:27:00,0,1038,30.2,45.2,123
2026-04-26 08:27:00,0,1037,30.2,45.2,120
2026-04-26 08:27:00,0,1037,30.2,45.2,120
2026-04-26 08:28:00,0,1035,30.2,45.2,123
2026-04-26 08:28:00,0,1035,30.2,45.2,123
2026-04-26 08:28:00,0,1043,30.2,45.2,123
2026-04-26 08:28:00,0,1037,30.2,45.2,123
2026-04-26 08:28:00,0,1043,30.2,45.2,125
2026-04-26 08:28:00,0,1041,30.2,45.2,125
2026-04-26 08:28:00,0,1044,30.2,45.2,125
2026-04-26 08:28:00,0,1044,30.2,45.2,125
2026-04-26 08:28:00,0,1045,30.2,45.2,125
2026-04-26 08:28:00,0,1043,30.2,45.2,125
2026-04-26 08:28:00,0,1038,30.2,45.2,120
2026-04-26 08:28:00,0,1040,30.2,45.2,120
2026-04-26 08:28:00,0,1045,30.2,45.2,120
2026-04-26 08:28:00,0,1042,30.2,45.2,122
2026-04-26 08:28:00,0,1041,30.2,45.2,122
2026-04-26 08:29:00,0,1041,30.2,45.2,120
2026-04-26 08:29:00,0,1037,30.2,45.2,122
2026-04-26 08:29:00,0,1043,30.2,45.2,125
2026-04-26 08:29:00,0,1040,30.2,45.2,125
2026-04-26 08:29:00,0,1044,30.2,45.2,125
2026-04-26 08:29:00,0,1037,30.2,45.2,125
2026-04-26 08:29:00,0,1039,30.2,45.2,125
2026-04-26 08:29:00,0,1038,30.2,45.2,125
2026-04-26 08:29:00,0,1040,30.2,45.2,125
2026-04-26 08:29:00,0,1045,30.2,45.2,125
2026-04-26 08:29:00,0,1038,30.2,45.2,125
2026-04-26 08:29:00,0,1035,30.2,45.2,123
2026-04-26 08:29:00,0,1043,30.2,45.2,125
2026-04-26 08:29:00,0,1035,30.2,45.2,125
2026-04-26 08:29:00,0,1045,30.2,45.2,125
2026-04-26 08:30:00,0,1045,30.2,45.2,123
2026-04-26 08:30:00,0,1040,30.2,45.2,125
2026-04-26 08:30:00,0,1045,30.2,45.2,125
2026-04-26 08:30:00,0,1038,30.2,45.2,125
2026-04-26 08:30:00,0,1044,30.2,45.2,125
2026-04-26 08:30:00,0,1035,30.2,45.2,121
2026-04-26 08:30:00,0,1039,30.2,45.2,121
2026-04-26 08:30:00,0,1043,30.2,45.2,125
2026-04-26 08:30:00,0,1042,30.2,45.2,125
2026-04-26 08:30:00,0,1045,30.2,45.2,120
2026-04-26 08:30:00,0,1041,30.2,45.2,120
2026-04-26 08:30:00,0,1038,30.2,45.2,120
2026-04-26 08:30:00,0,1045,30.2,45.2,120
2026-04-26 08:30:00,0,1045,30.2,45.2,120
2026-04-26 08:30:00,0,1045,30.2,45.2,120
2026-04-26 08:31:00,0,1038,30.2,45.2,120
2026-04-26 08:31:00,0,1035,30.2,45.2,120
2026-04-26 08:31:00,0,1044,30.2,45.2,120
2026-04-26 08:31:00,0,1038,30.2,45.2,120
2026-04-26 08:31:00,0,1039,30.2,45.2,120
2026-04-26 08:31:00,0,1042,30.2,45.2,122
2026-04-26 08:31:00,0,1038,30.2,45.2,122
2026-04-26 08:31:00,0,1035,30.2,45.2,125
2026-04-26 08:31:00,0,1041,30.2,45.2,125
2026-04-26 08:31:00,0,1038,30.2,45.2,125
2026-04-26 08:31:00,0,1041,30.2,45.2,120
2026-04-26 08:31:00,0,1037,30.2,45.2,120
2026-04-26 08:31:00,0,1037,30.2,45.2,124
2026-04-26 08:31:00,0,1037,30.2,45.2,124
2026-04-26 08:32:00,0,1038,30.2,45.2,125
2026-04-26 08:32:00,0,1041,30.2,45.2,125
2026-04-26 08:32:00,0,1041,30.2,45.2,125
2026-04-26 08:32:00,0,1041,30.2,45.2,125
2026-04-26 08:32:00,0,1040,30.2,45.2,125
2026-04-26 08:32:00,0,1036,30.2,45.2,125
2026-04-26 08:32:00,0,1042,30.2,45.2,125
2026-04-26 08:32:00,0,1037,30.2,45.2,123
2026-04-26 08:32:00,0,1039,30.2,45.2,123
2026-04-26 08:32:00,0,1041,30.2,45.2,123
2026-04-26 08:32:00,0,1040,30.2,45.2,123
2026-04-26 08:32:00,0,1044,30.2,45.2,120
2026-04-26 08:32:00,0,1039,30.2,45.2,120
2026-04-26 08:32:00,0,1037,30.2,45.2,123
2026-04-26 08:33:00,0,1041,30.2,45.2,120
